index,xc,yc,length
0,0.4114583730697632,1.0,0.010416686534881592
1,0.6822916269302368,1.0,0.010416686534881592
2,0.0885416716337204,1.0,0.010416664183139801
3,0.6718749403953552,1.0,0.010416686534881592
4,0.078125,1.0,0.010416664183139801
5,1.4114584922790527,1.0,0.010416746139526367
6,0.9114582538604736,1.0,0.010416626930236816
7,1.6822917461395264,1.0,0.010416626930236816
8,1.0885417461395264,1.0,0.010416626930236816
9,1.6718751192092896,1.0,0.010416626930236816
10,1.078125,1.0,0.010416626930236816
11,1.9114584922790527,1.0,0.010416746139526367
12,0.0989583432674408,1.0,0.010416671633720398
13,0.4322916865348816,1.0,0.010416656732559204
14,0.5885416269302368,1.0,0.010416686534881592
15,0.4218750298023224,1.0,0.010416656732559204
16,0.578125,1.0,0.010416686534881592
17,1.0989583730697632,1.0,0.010416746139526367
18,0.5989583134651184,1.0,0.010416626930236816
19,1.4322917461395264,1.0,0.010416626930236816
20,1.5885417461395264,1.0,0.010416626930236816
21,1.4218751192092896,1.0,0.010416626930236816
22,1.5781251192092896,1.0,0.010416626930236816
23,1.5989584922790527,1.0,0.010416746139526367
24,0.3489583730697632,1.0,0.010416686534881592
25,0.005208333022892475,1.0,0.01041666604578495
26,0.9322916269302368,1.0,0.010416686534881592
27,0.3385416865348816,1.0,0.010416656732559204
28,0.9218749403953552,1.0,0.010416686534881592
29,0.328125,1.0,0.010416656732559204
30,1.3489584922790527,1.0,0.010416746139526367
31,1.0052083730697632,1.0,0.010416746139526367
32,0.8489582538604736,1.0,0.010416626930236816
33,0.5052083134651184,1.0,0.010416626930236816
34,1.9322917461395264,1.0,0.010416626930236816
35,1.3385417461395264,1.0,0.010416626930236816
36,1.9218751192092896,1.0,0.010416626930236816
37,1.328125,1.0,0.010416626930236816
38,1.8489584922790527,1.0,0.010416746139526367
39,1.5052084922790527,1.0,0.010416746139526367
40,0.2239583134651184,1.0,0.010416656732559204
41,0.2552083432674408,1.0,0.010416686534881592
42,0.1197916716337204,1.0,0.010416664183139801
43,0.8385416269302368,1.0,0.010416686534881592
44,0.1093750074505806,1.0,0.010416664183139801
45,0.8281249403953552,1.0,0.010416686534881592
46,1.2239583730697632,1.0,0.010416746139526367
47,1.2552083730697632,1.0,0.010416746139526367
48,0.7239582538604736,1.0,0.010416626930236816
49,0.7552082538604736,1.0,0.010416626930236816
50,1.1197917461395264,1.0,0.010416626930236816
51,1.8385417461395264,1.0,0.010416626930236816
52,1.109375,1.0,0.010416626930236816
53,1.8281251192092896,1.0,0.010416626930236816
54,1.7239584922790527,1.0,0.010416746139526367
55,1.7552084922790527,1.0,0.010416746139526367
56,0.4739583730697632,1.0,0.010416686534881592
57,0.1302083283662796,1.0,0.010416656732559204
58,0.6197916269302368,1.0,0.010416686534881592
59,0.2135416567325592,1.0,0.010416671633720398
60,0.609375,1.0,0.010416686534881592
61,0.2031249850988388,1.0,0.010416671633720398
62,1.4739584922790527,1.0,0.010416746139526367
63,1.1302083730697632,1.0,0.010416746139526367
64,0.9739582538604736,1.0,0.010416626930236816
65,0.6302083134651184,1.0,0.010416626930236816
66,1.6197917461395264,1.0,0.010416626930236816
67,1.2135417461395264,1.0,0.010416626930236816
68,1.6093751192092896,1.0,0.010416626930236816
69,1.203125,1.0,0.010416626930236816
70,1.9739584922790527,1.0,0.010416746139526367
71,1.6302084922790527,1.0,0.010416746139526367
72,0.3802083730697632,1.0,0.010416686534881592
73,0.3697916865348816,1.0,0.010416656732559204
74,0.7135416269302368,1.0,0.010416686534881592
75,0.02604166604578495,1.0,0.0104166679084301
76,0.3593750298023224,1.0,0.010416656732559204
77,0.7031249403953552,1.0,0.010416686534881592
78,0.015624999068677425,1.0,0.01041666604578495
79,1.3802084922790527,1.0,0.010416746139526367
80,0.8802082538604736,1.0,0.010416626930236816
81,1.3697917461395264,1.0,0.010416626930236816
82,1.7135417461395264,1.0,0.010416626930236816
83,1.0260417461395264,1.0,0.010416626930236816
84,1.3593751192092896,1.0,0.010416626930236816
85,1.7031251192092896,1.0,0.010416626930236816
86,1.015625,1.0,0.010416626930236816
87,1.8802084922790527,1.0,0.010416746139526367
88,0.0677083358168602,1.0,0.010416671633720398
89,0.8697916269302368,1.0,0.010416686534881592
90,0.4635416865348816,1.0,0.010416656732559204
91,0.5260416269302368,1.0,0.010416686534881592
92,0.8593749403953552,1.0,0.010416686534881592
93,0.4531250298023224,1.0,0.010416656732559204
94,0.515625,1.0,0.010416686534881592
95,1.0677083730697632,1.0,0.010416746139526367
96,0.5677083134651184,1.0,0.010416626930236816
97,1.8697917461395264,1.0,0.010416626930236816
98,1.4635417461395264,1.0,0.010416626930236816
99,1.5260417461395264,1.0,0.010416626930236816
100,1.8593751192092896,1.0,0.010416626930236816
101,1.4531251192092896,1.0,0.010416626930236816
102,1.5156251192092896,1.0,0.010416626930236816
103,1.5677084922790527,1.0,0.010416746139526367
104,0.3177083432674408,1.0,0.010416686534881592
105,0.2447916567325592,1.0,0.010416671633720398
106,0.9635416269302368,1.0,0.010416686534881592
107,0.2760416865348816,1.0,0.010416656732559204
108,0.2343749850988388,1.0,0.010416671633720398
109,0.9531249403953552,1.0,0.010416686534881592
110,0.265625,1.0,0.010416656732559204
111,1.3177083730697632,1.0,0.010416746139526367
112,0.8177082538604736,1.0,0.010416626930236816
113,1.2447917461395264,1.0,0.010416626930236816
114,1.9635417461395264,1.0,0.010416626930236816
115,1.2760417461395264,1.0,0.010416626930236816
116,1.234375,1.0,0.010416626930236816
117,1.9531251192092896,1.0,0.010416626930236816
118,1.265625,1.0,0.010416626930236816
119,1.8177084922790527,1.0,0.010416746139526367
120,0.1927083134651184,1.0,0.010416656732559204
121,0.7447916269302368,1.0,0.010416686534881592
122,0.0572916641831398,1.0,0.0104166679084301
123,0.7760416269302368,1.0,0.010416686534881592
124,0.7343749403953552,1.0,0.010416686534881592
125,0.0468749962747097,1.0,0.0104166679084301
126,0.7656249403953552,1.0,0.010416686534881592
127,1.1927083730697632,1.0,0.010416746139526367
128,0.6927082538604736,1.0,0.010416626930236816
129,1.7447917461395264,1.0,0.010416626930236816
130,1.0572917461395264,1.0,0.010416626930236816
131,1.7760417461395264,1.0,0.010416626930236816
132,1.7343751192092896,1.0,0.010416626930236816
133,1.046875,1.0,0.010416626930236816
134,1.7656251192092896,1.0,0.010416626930236816
135,1.6927084922790527,1.0,0.010416746139526367
136,0.4427083730697632,1.0,0.010416686534881592
137,0.4947916865348816,1.0,0.010416656732559204
138,0.5572916269302368,1.0,0.010416686534881592
139,0.1510416567325592,1.0,0.010416671633720398
140,0.4843750298023224,1.0,0.010416656732559204
141,0.546875,1.0,0.010416686534881592
142,0.140625,1.0,0.010416671633720398
143,1.4427084922790527,1.0,0.010416746139526367
144,0.9427082538604736,1.0,0.010416626930236816
145,1.4947917461395264,1.0,0.010416626930236816
146,1.5572917461395264,1.0,0.010416626930236816
147,1.1510417461395264,1.0,0.010416626930236816
148,1.4843751192092896,1.0,0.010416626930236816
149,1.5468751192092896,1.0,0.010416626930236816
150,1.140625,1.0,0.010416626930236816
151,1.9427084922790527,1.0,0.010416746139526367
152,0.0364583320915699,1.0,0.010416664183139801
153,0.9947916269302368,1.0,0.010416686534881592
154,0.3072916865348816,1.0,0.010416656732559204
155,0.6510416269302368,1.0,0.010416686534881592
156,0.9843749403953552,1.0,0.010416686534881592
157,0.296875,1.0,0.010416656732559204
158,0.640625,1.0,0.010416686534881592
159,1.0364583730697632,1.0,0.010416746139526367
160,0.5364583134651184,1.0,0.010416626930236816
161,1.9947917461395264,1.0,0.010416626930236816
162,1.3072917461395264,1.0,0.010416626930236816
163,1.6510417461395264,1.0,0.010416626930236816
164,1.9843751192092896,1.0,0.010416626930236816
165,1.296875,1.0,0.010416626930236816
166,1.6406251192092896,1.0,0.010416626930236816
167,1.5364584922790527,1.0,0.010416746139526367
168,0.2864583432674408,1.0,0.010416686534881592
169,0.8072916269302368,1.0,0.010416686534881592
170,0.4010416865348816,1.0,0.010416656732559204
171,0.7968749403953552,1.0,0.010416686534881592
172,0.3906250298023224,1.0,0.010416656732559204
173,1.2864583730697632,1.0,0.010416746139526367
174,0.7864582538604736,1.0,0.010416626930236816
175,1.8072917461395264,1.0,0.010416626930236816
176,1.4010417461395264,1.0,0.010416626930236816
177,1.7968751192092896,1.0,0.010416626930236816
178,1.3906251192092896,1.0,0.010416626930236816
179,1.7864584922790527,1.0,0.010416746139526367
180,0.1614583283662796,1.0,0.010416656732559204
181,0.1822916567325592,1.0,0.010416671633720398
182,0.9010416269302368,1.0,0.010416686534881592
183,0.1718749850988388,1.0,0.010416671633720398
184,0.8906249403953552,1.0,0.010416686534881592
185,1.1614583730697632,1.0,0.010416746139526367
186,0.6614583134651184,1.0,0.010416626930236816
187,1.1822917461395264,1.0,0.010416626930236816
188,1.9010417461395264,1.0,0.010416626930236816
189,1.171875,1.0,0.010416626930236816
190,1.8906251192092896,1.0,0.010416626930236816
191,1.6614584922790527,1.0,0.010416746139526367
